index,sic3,yr,ldsal,lemp,ldnpt,ldrst,ldrnd,ldinv,Wage
1109,262,73,7.9573069,3.367296,7.4820218,4.3891449,2.515429,5.2501268,18.375
1109,262,78,8.1720657,3.459466,7.9396319,4.4571471,2.6970611,5.1216068,21.875
1109,262,83,8.0440226,3.258096,8.3440971,4.4863448,2.7141061,4.8884659,23.625
1110,227,78,5.4431129,.93648553,3.7085359,-.44567251,-.48653299,1.953557,21.875
1110,227,83,5.5844111,.95551139,3.6558371,1.240628,.32791889,1.6078089,23.625
1110,227,88,5.9667201,1.064711,3.856214,1.897477,.38693711,2.230809,28.875
1111,354,78,5.0560279,-.077961497,2.2849679,1.527388,-.081957102,.40645969,21.875
1111,354,83,4.0839539,-.46203551,2.466857,1.6096539,-.73565787,-.69824672,23.625
1112,381,73,5.864841,1.928037,4.5155931,4.929986,2.980844,3.610985,18.375
1112,381,78,5.325737,1.400444,3.520858,4.7038131,2.103734,1.935838,21.875
1112,381,83,6.393889,2.2400711,4.753818,4.721014,3.3362939,4.1922722,23.625
1113,262,73,6.8885651,2.0541241,5.6595511,4.54847,1.237874,4.1789198,18.375
1114,283,78,5.7712359,.83290911,4.592659,1.887291,.18912891,1.878211,21.875
1114,283,83,5.3409352,.81270641,4.963378,2.5532229,1.491374,2.1936009,23.625
1115,283,78,5.7712359,.83290911,4.5957079,2.034579,.18912891,1.878211,21.875
1115,283,83,5.3409352,.81270641,5.0120788,2.586982,1.491374,2.1936009,23.625
1115,283,88,5.7972341,1.435084,5.1583562,3.3086669,2.3243749,2.898016,28.875
1116,283,73,7.3581009,2.6532421,5.9449658,5.8185482,4.4562931,4.5663881,18.375
1116,283,78,7.5907269,2.8848009,6.507616,6.2261319,4.6792579,4.33887,21.875
1116,283,83,7.6954741,3.198673,7.0452509,6.518384,5.09232,5.1972432,23.625
1116,283,88,7.9337292,3.109061,7.1666722,6.9575019,5.6623559,5.0406599,28.875
1117,208,73,7.3866272,1.86408,6.7189412,2.342365,1.194072,5.0693412,18.375
1118,384,83,2.366935,-2.0714729,.35789499,-.1153339,-.54982138,-.81756461,23.625
1119,366,73,3.628402,-.0758017,2.385639,2.200304,.87300259,.95187831,18.375
1119,366,78,4.8392091,.95551139,2.8549249,2.680413,1.951049,2.128232,21.875
1119,366,83,5.827075,1.5694489,4.055696,3.9058189,3.211741,2.5852439,23.625
1119,366,88,6.2353401,1.2369241,3.7929499,4.7484522,3.3681619,2.2867999,28.875
1120,262,73,7.7605362,3.0204251,7.5359139,5.5058112,3.7683351,5.2890692,18.375
1120,262,78,7.8842559,3.0155351,7.9106369,5.6386542,3.7845249,5.2983322,21.875
1120,262,83,7.9257522,2.8332131,8.1046934,5.573627,3.495007,5.415082,23.625
1120,262,88,8.3531408,3.2958369,8.2837677,5.6645989,4.1384459,6.2042432,28.875
1121,284,78,3.2305689,-1.89712,1.727818,-.93749768,-2.2390721,.3127386,21.875
1122,363,73,7.0843382,3.0489891,6.0883131,4.267097,2.6559789,4.0844951,18.375
1122,363,78,6.9532542,2.9406421,5.5628262,4.2367821,2.321584,4.2877769,21.875
1122,363,83,6.6386929,2.822747,5.5543432,4.240078,2.35709,3.4890821,23.625
1123,357,78,1.438737,-.74654788,1.3926179,.0321973,-.58451343,.045230102,21.875
1124,367,73,2.9944561,0,2.6441841,1.292647,.45355129,.98855358,18.375
1124,367,78,3.4500289,.18232159,2.876091,1.616221,-.19485889,.97652888,21.875
1125,283,73,7.0983629,2.7911651,5.4037161,5.940743,4.670155,4.125412,18.375
1125,283,78,7.347034,2.8390779,5.9047151,6.3161092,4.6164832,4.121316,21.875
1125,283,83,7.0474629,2.3025849,6.3628812,6.3958588,4.7639699,4.880827,23.625
1126,399,78,4.0864911,.211071,3.60724,1.247894,-.098100998,3.047574,21.875
1126,399,83,4.920085,.33647221,3.695066,2.4344721,1.751593,2.936321,23.625
1127,356,78,4.4738221,-.48613301,1.822139,1.958692,.2251088,-.63798082,21.875
1127,356,88,3.6740921,-1.072945,2.1498599,1.2803,-1.3511699,-1.300581,28.875
1128,367,78,2.8609829,-.6674794,1.339703,.65316159,-.81503701,.2141479,21.875
1129,367,78,2.8791189,-.37106371,1.814873,1.838294,-.41452241,.33966541,21.875
1129,367,83,2.441314,-1.12393,1.985516,1.714821,-.45150319,-.9478097,23.625
1129,367,88,2.943886,-1.214023,1.522285,1.40079,-.87373108,.92365652,28.875
1130,366,78,3.610028,-.42924559,3.052804,1.079357,-.1071837,3.13504,21.875
1130,366,83,4.5778761,.1814879,4.2908912,1.972131,1.151554,4.020617,23.625
1130,366,88,5.0203481,.45995331,4.0635581,2.6659601,1.278247,4.498035,28.875
1131,374,73,3.053978,-1.309333,.806786,1.754791,-.4380087,.56914133,18.375
1131,374,78,2.31463,-1.532477,1.029619,1.657382,-.36608681,-2.3801429,21.875
1132,310,83,4.60146,-.22439431,2.946471,2.0284469,.90883899,.73498601,23.625
1133,394,73,4.9785509,.9843232,3.7001071,1.507285,.024332101,2.043442,18.375
1133,394,78,5.0222449,.84844011,3.6059439,1.8318551,.17684209,1.4641531,21.875
1134,283,78,6.221817,.18232159,3.904953,2.0152371,1.369765,3.8878829,21.875
1134,283,83,6.4844279,.4054651,4.6222262,3.2648849,1.925947,2.712111,23.625
1135,367,73,3.5297401,-.0242927,2.3801429,1.942096,.4597916,.89268929,18.375
1135,367,78,3.781363,.074179403,2.8225329,2.314497,.60135537,.43969819,21.875
1135,367,83,3.6157961,-.328504,3.0164721,2.217865,-.040166099,.61488312,23.625
1135,367,88,4.4220748,.22872791,3.183712,2.0369551,.42996129,1.8570271,28.875
1136,291,73,9.6324749,3.4682331,9.348877,6.76366,5.0285358,7.2728481,18.375
1136,291,78,9.6151457,3.554605,9.6162529,6.9014912,5.230494,7.88169,21.875
1136,291,83,9.4393282,3.5606201,10.25019,7.0906272,5.4308639,7.737164,23.625
1137,291,78,10.1413,4.1431351,9.6264887,6.9991102,5.531249,7.971951,21.875
1137,291,83,9.930768,4.1271338,10.10732,7.2469659,5.4059248,7.7886348,23.625
1137,291,88,10.38807,3.9889841,10.14413,7.3458261,5.5490952,8.0722427,28.875
1138,371,73,6.5318861,2.3397851,5.1398921,2.827687,1.083724,3.1152229,18.375
1138,371,78,6.8750081,2.6565461,5.3071508,3.3087909,1.869782,3.1150401,21.875
1138,371,83,6.5034828,2.3025849,5.3386722,3.5758419,1.864943,2.9390171,23.625
1139,285,73,7.4161072,3.074821,6.1757231,5.6281781,3.9554031,3.6873901,18.375
1139,285,78,7.4366031,2.8912051,6.2918038,5.5117521,2.3981929,3.225244,21.875
1139,285,83,7.6721668,2.9631569,6.1919131,4.9624958,2.4337511,3.532892,23.625
1139,285,88,7.5400119,2.809824,5.6720662,4.6839752,2.781307,4.242795,28.875
1140,372,73,3.835597,-.39749691,2.1328881,1.915262,.2740427,.2587311,18.375
1140,372,78,3.7899809,-.18753511,1.8466901,2.1053171,.51605773,.84708458,21.875
1140,372,83,4.3226671,.3694925,3.040396,2.3466079,.94271028,.91690099,23.625
1140,372,88,4.427259,-.051293299,2.419416,2.575948,.65874583,.5245443,28.875
1141,225,73,4.5637631,1.335001,3.5940101,2.3619781,.66947007,.77984828,18.375
1141,225,78,4.641377,1.223776,3.2551069,2.2440441,.0464454,.63000071,21.875
1142,372,73,8.2143059,3.5045061,7.1128411,5.8257742,4.3221078,4.592258,18.375
1142,372,78,8.695323,3.901973,6.950181,6.4926901,5.1838078,4.9793038,21.875
1142,372,83,8.7405472,4.0073328,7.183301,6.9722362,5.4357781,4.9371271,23.625
1143,349,73,6.7835979,1.8405499,5.7890029,3.861172,2.345258,4.0624952,18.375
1143,349,78,6.8342628,1.94591,5.5209408,3.958745,2.3432231,3.9571681,21.875
1144,325,88,4.8584042,.37156361,4.117486,1.605678,-.1509352,2.914927,28.875
1145,367,88,3.353698,-1.272966,3.3346341,2.650419,.39282519,.56239128,28.875
1146,357,88,5.177319,.053540699,2.402571,3.8476601,3.1506281,3.0233631,28.875
1147,367,73,3.226227,-.5412848,2.6609709,2.540622,1.51008,1.84452,18.375
1147,367,83,4.248735,.79975688,3.5473521,3.6597991,2.306515,2.107775,23.625
1147,367,88,4.8487601,.9790777,4.2307601,4.275209,2.871351,2.543546,28.875
1148,382,73,4.4911299,.58778661,2.749686,2.7715969,1.2234859,.79788709,18.375
1148,382,78,5.011405,1.081805,3.292737,3.0264671,1.823226,1.665733,21.875
1149,371,78,5.1276698,.61193711,3.3523619,.4527449,-1.198523,2.0681839,21.875
1149,371,83,4.6185341,.26236421,3.731303,.57470298,-1.252763,2.033515,23.625
1149,371,88,5.1688051,.38865799,4.0425558,.71761829,-.66927981,2.7430339,28.875
1150,366,73,8.4570513,4.8040209,7.1145272,6.1801591,4.476553,5.7111988,18.375
1150,366,78,8.1053858,4.3944492,6.6032338,6.0147681,3.8406849,4.5624809,21.875
1150,366,83,7.8538079,4.0073328,6.5801811,5.9067731,4.1866851,4.8969131,23.625
1151,381,83,3.331522,-1.155183,2.241986,2.16429,.43974149,.90132689,23.625
1152,354,73,5.6378908,1.499846,4.1159458,3.3064389,1.541149,2.493144,18.375
1153,364,73,3.795871,-.51082557,1.990963,.8487922,-.98247272,.85012972,18.375
1154,382,83,2.2048249,-2.145581,-.2351687,1.451456,-.3766382,-.95307291,23.625
1155,371,73,7.2966738,2.8794789,5.8486171,5.3129401,3.4430039,4.089993,18.375
1155,371,78,7.170301,2.60269,5.8550591,5.1465969,3.226454,3.791995,21.875
1155,371,83,6.8425989,2.3025849,6.06006,5.119894,3.2929161,3.063334,23.625
1155,371,88,6.9111929,2.442347,6.031837,4.9305391,2.1738729,3.51404,28.875
1156,353,78,6.5139761,1.935282,5.5930181,3.67751,2.5859129,4.2970009,21.875
1156,353,88,5.7352581,.95551139,4.929718,4.6663961,2.5756681,2.981576,28.875
1157,201,73,5.191319,1.0181251,3.718703,.64948612,-.99571782,2.588342,18.375
1158,283,73,7.0381842,2.487071,5.8520808,6.3096161,4.5961151,3.689065,18.375
1158,283,78,7.6176562,2.8087399,6.0498209,6.4427671,4.8421578,4.712337,21.875
1158,283,83,8.1451559,3.4441609,7.2415061,6.9035912,5.6962509,5.4678149,23.625
1158,283,88,8.4033031,3.727138,7.2743149,7.4671202,6.1703582,5.671824,28.875
1159,203,73,5.362844,.2677345,3.8067181,.70188969,-.58581811,2.3746171,18.375
1160,342,78,6.1654558,1.740466,4.3764319,2.9751,1.489768,3.162827,21.875
1160,342,83,6.2165709,1.686399,4.774591,3.392813,1.889215,2.5413539,23.625
1160,342,88,6.756918,1.974081,4.988399,3.900825,2.547102,3.591378,28.875
1161,367,73,5.3162808,1.6830601,4.34061,4.0116439,2.5596299,1.727276,18.375
1162,367,78,3.442903,-.28768209,2.8353181,2.829529,1.763495,1.233387,21.875
1162,367,83,3.480674,-.48450831,3.3116491,3.0616181,.93125129,1.1006449,23.625
1163,367,73,3.7068961,.53062832,3.832195,.39806509,-.89436537,1.467291,18.375
1163,367,78,3.4152901,.0723207,2.7785411,1.004626,-.2293101,.46439081,21.875
1163,367,83,3.7458091,.1570037,3.1580601,1.620644,.3699719,2.105547,23.625
1164,365,78,7.9095731,3.2999761,6.8907871,6.663424,5.5650229,5.6524048,21.875
1164,365,83,8.3922291,3.7531209,7.4395051,7.2897182,6.0605259,5.5064392,23.625
1164,365,88,9.7464056,4.3681812,8.1772575,8.0644512,6.9469209,7.2031231,28.875
1165,275,78,3.804847,-.53102827,2.4354451,.79520792,-1.585145,-.68127757,21.875
1165,275,83,4.1745429,-.71334988,2.379226,.53152108,-1.753145,-.0299454,23.625
1166,262,73,4.6081328,-.44005659,3.8197551,1.293654,-1.244179,.51280868,18.375
1166,262,78,4.555335,-.4732087,3.571842,1.518365,.1188752,.97596669,21.875
1167,371,78,4.0582738,-.32989389,2.4189739,.89743203,-1.376506,1.111465,21.875
1168,384,78,3.1501501,-1.114742,.056577802,2.1621239,.54878449,-.75153548,21.875
1169,371,88,3.4992559,-1.7602611,.92828077,.64430708,-.45447269,.3501361,28.875
1170,381,78,4.7289281,.78845739,3.1963561,1.722755,-.42199439,1.481944,21.875
1170,381,83,4.9912229,.95551139,3.7990611,1.649117,-.34279141,1.558519,23.625
1170,381,88,5.2917752,.95551139,3.4659491,1.9439141,.84853941,1.982744,28.875
1171,382,73,3.867703,-.39304259,1.538493,2.50967,1.4373111,.41123831,18.375
1171,382,78,4.6134109,.45742491,2.492095,3.307199,1.965391,1.451299,21.875
1171,382,83,4.9999352,.74288929,4.1366391,4.038713,2.7923579,2.2770331,23.625
1172,357,73,5.6766162,4.592865,7.2478719,6.788167,5.8853579,6.0553541,18.375
1172,357,78,6.8092542,4.4696369,7.0105948,7.4025578,5.9669662,5.9850001,21.875
1172,357,83,7.7932978,4.2965641,7.2428398,7.7499752,6.1347899,5.7553301,23.625
1173,367,73,5.5804148,2.587764,4.7560902,5.1188898,2.760041,3.143981,18.375
1174,367,88,6.2163939,2.1041341,5.211143,4.7948599,3.188467,3.6125989,28.875
1175,221,73,7.0318699,3.1441519,6.390399,2.9591351,1.425539,3.9267039,18.375
1176,361,73,6.9145908,2.890372,5.4488211,4.5571709,2.8898239,3.693274,18.375
1176,361,78,7.0560689,2.985682,5.7828422,4.6619668,3.0373149,4.416914,21.875
1176,361,83,7.1335921,3.0540011,6.3720851,4.9831409,3.6895821,4.5059061,23.625
1176,361,88,7.3998799,3.030134,6.317554,5.403975,3.8672881,4.426662,28.875
1177,283,73,7.722692,3.4965079,6.8913178,6.1757121,4.584414,4.6293912,18.375
1177,283,78,7.9274578,3.610918,7.114161,6.342905,4.6186848,5.083035,21.875
1177,283,83,7.673327,3.1822121,6.733294,6.4992042,5.0712152,4.715806,23.625
1177,283,88,7.7954049,2.89464,6.8012061,6.8634629,5.6477351,5.360652,28.875
1178,356,73,5.5027518,1.0353169,3.514024,3.0231731,1.479138,2.089318,18.375
1178,356,78,5.2222829,.65803802,3.594938,2.7770851,-.37558809,2.3480999,21.875
1179,343,78,6.353785,1.908801,5.0871348,3.113436,1.069785,3.2781579,21.875
1179,343,83,6.0708952,1.547562,5.5621948,3.4330089,2.520812,2.529911,23.625
1180,346,73,5.0767279,.56189889,2.9750481,1.445823,-.32959941,.90280062,18.375
1180,346,78,4.9588671,.53239143,3.3947091,1.232536,-.51630509,1.293704,21.875
1181,200,73,7.8082829,3.0819099,6.8036871,4.2053871,2.4881849,4.2989888,18.375
1181,200,78,8.0547705,3.148453,7.049397,4.4185181,2.634362,4.4873948,21.875
1182,353,78,3.298219,-1.406497,1.594097,1.856452,-.2129498,-.99384898,21.875
1182,353,83,3.654891,-.61803973,2.3041101,1.722085,.31075469,-.42135879,23.625
1183,357,88,4.4210658,-.69715518,3.8271389,3.866622,2.5201089,1.408659,28.875
1184,291,73,8.4399385,2.9350801,8.2430487,4.7821641,2.9163051,6.1694188,18.375
1184,291,78,8.859766,3.184077,9.436965,4.808908,3.205807,7.0367532,21.875
1184,291,83,8.9107456,3.7838261,9.7354975,5.49718,4.8090062,7.7569408,23.625
1185,276,73,5.810276,1.429593,4.6173539,2.3673761,.73298353,1.897988,18.375
1185,276,78,5.869359,1.410743,4.3138199,2.87555,1.581848,2.7509949,21.875
1185,276,83,6.0314298,1.498283,4.4468789,3.202317,1.538354,2.630959,23.625
1185,276,88,6.4388089,1.849242,4.8597522,3.5152659,2.120147,3.123239,28.875
1186,371,78,3.4007261,-.96495593,2.4441619,1.555151,-.89199811,-.3502987,21.875
1186,371,83,3.6589,-.95972031,2.277241,1.6290129,-.12696449,-.0457936,23.625
1187,342,73,6.9388299,2.9018061,5.8368111,4.24334,2.574003,4.3104491,18.375
1187,342,78,7.0261192,2.8258331,5.7929912,4.1835079,2.090446,4.0238051,21.875
1187,342,83,6.9411998,2.6336861,6.2053628,3.99277,2.035903,3.806391,23.625
1187,342,88,7.5171452,2.9438069,6.3309808,4.078176,2.5500491,4.5341458,28.875
1188,374,73,5.4522362,.74003083,3.458889,2.33727,1.201507,1.659291,18.375
1189,306,78,2.2836959,-1.514128,1.0569611,.732557,-1.443646,-1.686996,21.875
1189,306,83,2.2221091,-1.491655,.8222819,.3327049,-2.002605,-2.5211611,23.625
1190,342,78,4.7426171,.78891182,3.692343,2.1419311,.29949719,1.189389,21.875
1190,342,83,4.533113,.74288929,3.75174,2.154356,.2780748,.92217368,23.625
1190,342,88,5.097826,1.028547,3.576822,2.254915,.89263141,2.108325,28.875
1191,281,73,7.4886661,2.315501,6.8455472,5.4029341,3.7121291,4.8601012,18.375
1191,281,78,7.6458712,2.573833,7.535965,5.6481152,4.0076909,5.7047572,21.875
1191,281,83,7.2247839,2.2730529,7.585876,5.843966,4.2631388,4.6579442,23.625
1192,283,73,7.6272092,3.274689,5.9938989,5.8245072,4.2289171,4.3815918,18.375
1192,283,78,7.7850161,3.3085699,6.444468,5.9888759,4.234724,4.009583,21.875
1192,283,83,7.7454448,3.154742,6.5084958,6.113728,4.5115638,4.1632762,23.625
1193,335,73,5.1946421,0,2.5482039,1.134797,.045736101,1.391862,18.375
1193,335,78,5.6769042,.44916299,2.814157,1.89422,-.1790483,1.976359,21.875
1194,364,73,3.7476039,-.72360629,2.54373,1.030841,-1.154323,.14094789,18.375
1195,220,73,7.5590839,3.8286409,6.4882202,3.818012,1.945558,4.6221218,18.375
1195,220,78,7.7147579,3.7704589,6.6585908,3.749685,1.755311,4.600008,21.875
1195,220,83,7.618515,3.5638831,6.93009,3.6414261,2.0777531,4.807035,23.625
1196,381,78,6.169158,2.2300141,4.7581339,4.6878638,2.692631,2.5729539,21.875
1196,381,83,5.6142759,1.704748,4.8156271,4.5093088,2.249336,1.2000999,23.625
1197,263,78,6.1707902,1.308333,5.679204,1.624769,.016260499,3.5810699,21.875
1198,357,78,4.1765509,1.871341,4.8206191,4.2149472,3.4334581,4.8577051,21.875
1198,357,83,6.0808778,2.755697,6.0934572,5.5429478,4.3999329,4.6712399,23.625
1198,357,88,6.922564,2.1398311,5.2907701,5.9457412,4.1774001,5.3169751,28.875
1199,357,88,5.730453,.53707802,3.3472381,3.8840711,3.4218521,2.8519759,28.875
1200,384,83,4.3819671,-.37979731,2.171231,2.1416421,1.169179,.86900508,23.625
1200,384,88,5.1183929,.34217021,2.8576319,3.2498231,2.4664609,2.0502,28.875
1201,356,73,7.996273,3.4284561,6.3719602,5.5517521,3.892122,4.6248999,18.375
1201,356,78,7.7048669,3.2530839,6.3165722,5.486896,3.5988829,4.342001,21.875
1202,348,78,4.2939138,.2004889,3.092602,.8202346,-.82247198,.84002203,21.875
1202,348,83,4.241385,.32642189,3.42836,1.025485,-.2873072,.92055428,23.625
1202,348,88,4.932117,.34003729,3.418364,1.312198,-.345011,1.631184,28.875
1203,314,78,4.7228742,.64185393,3.027751,1.078343,-.4345732,1.749849,21.875
1203,314,83,4.8136978,.78845739,2.840369,1.356447,-.2011707,.66215301,23.625
1204,357,88,.86981422,-3.1010931,-.81068712,.36884129,-1.848406,-1.421942,28.875
1205,356,78,5.0793972,.0676587,3.0885291,2.474041,1.556245,2.166235,21.875
1205,356,83,4.8256578,.095310196,3.8293271,3.5956349,1.753738,1.9017889,23.625
1206,357,88,3.9263599,-1.619488,.5245443,2.444293,1.001981,.39830601,28.875
1207,382,78,5.3499351,1.316676,3.555774,3.5325861,2.2923689,2.5917959,21.875
1207,382,83,5.057404,.97606802,3.760869,3.8035979,1.954391,2.122499,23.625
1207,382,88,5.2006898,.89486277,3.451561,3.7451279,1.637823,1.56162,28.875
1208,291,73,8.8733625,3.218035,8.8466339,5.6004272,3.8106501,6.5575318,18.375
1208,291,78,9.216836,3.518121,8.8970623,5.6572251,3.5388191,6.7992749,21.875
1209,363,73,7.2699909,3.2695689,5.5420418,4.7468562,3.143069,3.9400151,18.375
1209,363,78,7.5122032,3.3322051,5.811029,4.987782,3.376972,3.955054,21.875
1210,372,73,6.895833,2.667228,6.0461931,5.5137191,3.679724,4.2802439,18.375
1210,372,78,7.1096978,2.7536609,6.1896729,5.5999079,3.671767,4.217288,21.875
1210,372,83,6.8414698,2.5952549,6.2341309,5.5097041,3.785212,4.4938922,23.625
1210,372,88,7.3233819,2.6246691,6.3560939,5.780417,4.7118778,4.4528189,28.875
1211,362,73,4.2841492,.18232159,3.1797071,2.6067791,.7505793,.56067872,18.375
1211,362,78,3.9983771,.027615201,3.141124,2.476964,.29218009,.83873242,21.875
1211,362,83,3.838393,-.0565704,2.967253,2.3331311,.82569379,.2069397,23.625
1211,362,88,4.039135,-.2459005,2.9479649,2.9334519,1.191137,.25228661,28.875
1212,371,78,4.9432092,.66782939,3.0403919,1.1270781,-.61436629,1.729408,21.875
1212,371,88,5.2871962,.87546879,3.7378781,1.797285,.63547719,2.8489959,28.875
1213,329,83,3.399051,-.81418562,2.0649681,.33916831,-1.031195,-.0278512,23.625
1214,384,73,6.8364992,2.765501,5.454833,4.9817371,3.5769291,3.5210919,18.375
1214,384,78,6.863205,2.744704,5.5223079,5.265985,3.4343569,3.457258,21.875
1214,384,83,6.4488659,2.178268,5.3946948,5.2590318,2.7839129,3.098918,23.625
1215,382,83,3.035332,-1.177655,-.39082199,1.668946,.4302766,-.90919489,23.625
1216,349,73,4.6437211,-.40346709,3.093858,.4127619,-1.101078,.85436249,18.375
1216,349,78,4.2458739,-.37542099,2.8280201,.27893481,-2.0440111,.71382737,21.875
1216,349,83,3.7151661,-.61433601,2.9624801,.30283391,-1.19911,.55305457,23.625
1217,283,78,2.2672529,-1.639897,-.34818241,-2.8087771,-3.9285519,-.3695507,21.875
1218,283,73,6.0197811,1.677844,5.1917009,5.027596,3.6319959,3.2258,18.375
1218,283,78,6.5467458,1.960236,5.8221359,5.427083,4.022625,3.5285089,21.875
1218,283,83,6.963944,2.388763,6.1095009,5.932178,4.7204061,4.4708772,23.625
1218,283,88,7.085567,2.2617631,6.012392,6.540051,5.3496351,4.686409,28.875
1219,357,88,5.0788188,-.096510902,2.624711,3.814759,2.226841,1.774755,28.875
1220,355,83,2.766396,-1.917323,1.36444,-.1211069,-1.5430731,-2.0154121,23.625
1220,355,88,3.2182009,-1.771957,1.208728,.80639392,-.48225221,-2.2719309,28.875
1221,357,73,.64620131,-.40947321,2.711683,3.1687069,1.056695,1.044223,18.375
1221,357,78,2.4407389,.1034587,2.247514,3.329334,2.1198039,1.57265,21.875
1222,382,73,4.601943,.65752,2.7434781,2.9172709,1.400358,1.190986,18.375
1222,382,78,4.5937781,.6205765,2.4902411,3.249629,1.5658799,.84900218,21.875
1223,366,78,2.832736,-1.0936249,1.079018,-1.403024,-1.712979,.77204108,21.875
1224,369,83,7.34797,2.8305039,6.414649,5.3767099,4.025291,4.8899822,23.625
1224,369,88,8.1030397,3.127681,7.1302252,6.136065,5.0899549,5.6250458,28.875
1225,366,83,5.8194242,.61518568,2.9280829,2.8816609,2.634871,3.2437119,23.625
1225,366,88,5.5461388,.76964509,2.7207451,4.5260091,2.645318,1.57258,28.875
1226,361,78,2.9644151,-1.200645,.72762072,1.792199,.82216012,.11944,21.875
1226,361,83,3.2430241,-.45413029,2.0447681,2.1629009,.1683512,.63879728,23.625
1226,361,88,3.412884,.167208,2.4281199,2.240519,.3915197,.3328526,28.875
1227,243,78,4.566946,.0676587,3.0458009,1.561067,.1174187,2.2881529,21.875
1227,243,88,5.7311268,.9932518,4.2024398,2.430155,.94392478,3.1122611,28.875
1228,372,78,4.95261,.64185393,4.0112329,3.379575,.065050699,.62121809,21.875
1228,372,83,4.868772,.74193728,4.2162709,3.632967,2.472266,1.850527,23.625
1229,371,73,8.5624037,4.5327182,7.2032781,5.8279572,4.1925988,5.5344582,18.375
1229,371,78,8.71696,4.5363879,7.349637,6.0183592,4.4748001,5.4999962,21.875
1229,371,83,8.704628,4.4815779,7.671598,6.3151698,5.008759,5.7645531,23.625
1229,371,88,8.83922,4.293345,7.6390152,6.7823281,5.3816991,6.0102558,28.875
1230,252,73,4.2037358,-.69314718,2.807487,1.466841,-.62185812,2.3166299,18.375
1230,252,78,4.6911449,0,3.5710449,1.6094739,.022691401,1.538631,21.875
1230,252,83,4.8585539,.048790101,3.286943,2.141932,.93258029,2.104804,23.625
1230,252,88,4.8059978,-.051293299,3.0347469,2.008007,-.9162907,1.677315,28.875
1231,357,78,2.091284,-.2600669,2.3080921,2.4443679,.87887818,.65123618,21.875
1232,357,83,5.3296099,1.480695,4.6031742,4.3318038,3.7855179,3.760087,23.625
1232,357,88,7.3309178,2.1545489,5.5190568,5.786819,5.0976019,5.475564,28.875
1233,357,88,5.8839989,.39474109,2.2733691,4.075871,2.5863471,2.0120461,28.875
1234,358,78,4.7928181,.37843651,2.4625189,.8005597,-.3358168,1.793499,21.875
1234,358,83,4.490056,-.051293299,2.942188,.89010608,-2.8011129,.13314991,23.625
1235,356,83,1.6306649,-2.5510459,.0121336,-1.128979,-2.0279231,-1.886663,23.625
1236,367,78,3.2533441,.23507211,1.868122,2.392751,-.057351399,.99821448,21.875
1237,283,83,3.938612,-.9162907,2.941597,2.0277951,1.253245,1.098951,23.625
1238,384,78,5.475996,.83290911,3.897985,3.8055601,3.228924,2.6290929,21.875
1239,382,73,5.698369,1.188148,4.6449628,4.7867942,3.2066841,3.6910479,18.375
1239,382,78,6.0409899,1.5260561,4.76579,4.992044,3.5103209,3.8214121,21.875
1240,358,78,7.032876,2.3452611,5.1590638,3.888809,2.143724,3.232101,21.875
1240,358,83,6.7863998,2.32757,5.4494519,4.0190558,2.4097891,3.0822179,23.625
1241,366,88,4.07478,-.97286111,2.3138061,3.4010899,1.648101,.051196001,28.875
1242,382,78,7.0904799,3.058285,5.566606,5.922051,4.5979481,5.009141,21.875
1242,382,83,7.2295752,3.0297949,6.3475342,6.429183,5.1263781,4.5723381,23.625
1242,382,88,7.2210202,2.7541699,6.1257601,6.925087,5.2082338,4.4095979,28.875
1243,372,73,8.2292738,3.9889841,6.8423629,5.902101,4.0368962,4.8382301,18.375
1243,372,78,8.3149195,3.8836241,6.3353238,5.8252611,3.9257641,5.0256371,21.875
1243,372,83,8.0281181,3.8351419,6.4091721,5.9006152,4.4908962,4.3452439,23.625
1243,372,88,8.4422817,3.779634,5.8680949,6.2071729,4.3388371,4.557353,28.875
1244,357,73,2.280055,.97153622,5.090044,4.2770901,2.48244,4.1387138,18.375
1244,357,78,3.4322519,1.347294,3.973357,4.043057,2.523102,4.051239,21.875
1244,357,83,5.0564332,1.433416,4.3368721,4.2494578,2.8208301,4.193439,23.625
1245,366,83,4.48209,.089840703,2.5705681,2.7909949,1.905744,1.932892,23.625
1245,366,88,5.0498991,.59883648,3.442642,3.8988409,2.835371,2.3650849,28.875
1246,357,88,5.2223468,.18232159,2.576777,3.344929,2.252969,2.0354431,28.875
1247,366,78,4.2725382,.43825489,2.4428661,1.454776,-.81874758,-.54113102,21.875
1248,358,83,4.7411561,.37637949,3.3327489,3.6091461,1.823133,1.929056,23.625
1248,358,88,5.178772,.54580659,3.6145401,3.7537501,1.9942729,2.4522791,28.875
1249,356,83,3.0130761,-1.139434,1.042112,-.63034672,-1.899748,-.58799022,23.625
1250,382,83,5.5627899,1.3609771,4.9659629,4.7364011,3.5385599,3.0442319,23.625
1250,382,88,6.089705,1.547562,5.2636118,5.4645491,4.0915551,2.956955,28.875
1251,371,78,4.1047821,-.218156,3.1121881,1.910424,.28480911,.61880952,21.875
1251,371,88,5.8279591,.93373758,3.128917,2.311322,1.511884,1.155032,28.875
1252,386,78,2.6063061,-1.461018,1.6566629,1.483153,-.62349892,-.64649153,21.875
1252,386,83,3.4408219,-.65008771,2.1193271,1.8479,1.224569,.73742199,23.625
1252,386,88,3.273911,-1.237874,1.5122581,2.7871461,1.266335,.3081426,28.875
